Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
GDP (current US$),"NY.GDP.MKTP.CD","IDA & IBRD total","IBT","698056722723.845","2791782941444.56","3938241140458.38","6390526414219.35","21693456395830.3","25594615218755.3","27188545719649.6","28743704005346.5","29800896836060","27987288576613.1","28169507573194.1","30960119365364","32964096579686","33722356189565.9","32528587315534.1","38378968351134.2"
GDP (current US$),"NY.GDP.MKTP.CD","IDA blend","IDB","32052680442.7769","128870008364.998","147829716954.316","226799197386.943","741312007016.759","847544916121.797","941695867218.565","1023665425289.17","1110564323061.43","1054056007822.38","984095717018.772","967437544352.281","1056914447272.39","1077750148722.68","1009467966729.65","1104603036389.8"
GDP (current US$),"NY.GDP.MKTP.CD","IDA only","IDX","53045318411.5332","163265145364.364","232816355943.804","291557552376.776","840161104102.099","939785129456.041","942114904365.161","1026527917428.51","1097548704598.03","1093640032209.07","1156608800300.87","1247733925328.46","1327890357838.68","1397670771530.98","1414559582470.64","1535389926749.6"
GDP (current US$),"NY.GDP.MKTP.CD","IDA total","IDA","84861825817.9256","293400954626.977","378856660652.674","517721477276.151","1581473111118.86","1787330045577.84","1883810771583.73","2050193342717.68","2208113027659.46","2147696040031.45","2140704517319.64","2215171469680.75","2384804805111.07","2475420920253.66","2424027549200.29","2639992963139.39"
GDP (current US$),"NY.GDP.MKTP.CD","Late-demographic dividend","LTE","402926758998.374","1372119747166.96","1966143155409.28","3410313487927.4","13564267760890.2","16530365963615.5","17680657970635.3","19042359863611.2","19776331354297.4","18550881244486","18593573738109.3","20631078375844.2","22623622462864.8","23050208314364","22531183291578.3","26872794398412"
GDP (current US$),"NY.GDP.MKTP.CD","Latin America & Caribbean","LCN","","","1102119409745.38","2326171956618.83","5395521584867.2","6137298312571.18","6209024743500.11","6362333301077.53","6483202078515.13","5418289197382.29","5283310849435.27","5866482345855.61","5742638741431.28","5659965575492.01","4804924789054.88","5578001135446.18"
GDP (current US$),"NY.GDP.MKTP.CD","Latin America & Caribbean (excluding high income)","LAC","","","957593725702.958","2001496152611.12","4556436688834.76","5320445093655.74","5297857656983.35","5436631031505.86","5457289044548.77","4634564315170.45","4496975505130.54","5012883307321.99","4870399271215.6","4804547155275.13","4046822646872.37","4690738841614.13"
GDP (current US$),"NY.GDP.MKTP.CD","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","1034598506513.31","2214793108979.01","5210710546171.9","5940252657561.23","6005862490255.01","6154592516614.85","6270841236825.2","5194835549016.91","5053700630074.01","5631949735822.71","5506072829643.66","5413987316641.17","4561296585538.66","5310337203631.62"
GDP (current US$),"NY.GDP.MKTP.CD","Least developed countries: UN classification","LDC","43924106346.4834","124275806288.408","188377840875.206","224220841301.622","687433128591.786","783931296546.498","819266433465.481","892428919239.911","959618110350.536","920864864683.309","936561647193.379","1025062467402.31","1090417461003.23","1150500716964.01","1162019936698.84","1266743958589.09"
GDP (current US$),"NY.GDP.MKTP.CD","Low & middle income","LMY","534184239050.172","2120140554041.04","3194207232338.23","5680267093251.76","18779543105772","22115543075986.5","23512181553245.6","24940261486687.7","26101787332747.3","25326526306958.9","25586586836480","27933259327710.6","29703722066967.9","30424528245038.4","29491920680088.1","34734957850217.4"
GDP (current US$),"NY.GDP.MKTP.CD","Low income","LIC","","77122651920.4901","134347494494.303","123908609247.707","372940632041.912","404514516429.277","381701640886.411","394195409295.525","422083905892.021","416120726145.318","383741508244.759","401921089084.376","418228093932.972","445278364305.202","439782467036.046","466420564539.205"
GDP (current US$),"NY.GDP.MKTP.CD","Lower middle income","LMC","152459416906.019","513382469665.041","733709873217.555","1185525202868.85","3780034647966.09","4217834186882.18","4456528170120.24","4712914034204.83","5090396351864.47","5083698600746.07","5297558624291.54","5693069209502.06","5979736767522.21","6278114868365.95","6081790240107.95","6894335373844.59"
GDP (current US$),"NY.GDP.MKTP.CD","Middle East & North Africa","MEA","55493554807.3991","560256590116.579","745103071421.59","992555771865.102","2820272200083.83","3396706596374.72","3660136638354.7","3601732090293.32","3627618410020.68","3201010427587.39","3234258578074.41","3372000244857.37","3538057099135.22","3549945029851.94","3199081953495.53","3780277127064.96"
GDP (current US$),"NY.GDP.MKTP.CD","Middle East & North Africa (excluding high income)","MNA","40616151582.5912","304410546301.9","504675545300.179","474549193839.263","1413230709820.25","1654719982162.47","1782893176788.21","1643993969590.37","1625989413800.06","1460582775148.29","1496714718329.85","1496691802249.52","1421482666869.71","1433133665481.6","1324364502715.09","1535302141067.38"
GDP (current US$),"NY.GDP.MKTP.CD","Middle East & North Africa (IDA & IBRD countries)","TMN","40240513239.4403","301595206374.433","500008055193.937","470235593839.263","1403549209820.25","1643533882162.47","1770684776788.21","1630478469590.37","1611999713800.06","1446610375148.29","1481309318329.85","1480563802249.52","1405206066869.71","1416000165481.6","1308832802715.09","1517193141067.38"
GDP (current US$),"NY.GDP.MKTP.CD","Middle income","MIC","513783083528.124","2046090053815.55","3069619982603.02","5557879880102.09","18410290632937.1","21713900541468.3","23131481309284.9","24546674700274.3","25680744767168.3","24911694910932.1","25202592678135.5","27530340426178","29284043921765.4","29978481798259.3","29051739634677.8","34266063721746.8"
GDP (current US$),"NY.GDP.MKTP.CD","North America","NAC","1161681557632.31","3132696865996.05","6560811991360.99","10999205634931.6","16672948893486.3","17399371321174.5","18088714669521.6","18733746177835","19420301866439.9","19858182357217.1","20339807652907.4","21268509960244.1","22389071169783","23272543648672.5","22985521877000.2","25608789788464.2"
GDP (current US$),"NY.GDP.MKTP.CD","Not classified","INX","","","","","","","","","","","","","","","",""
GDP (current US$),"NY.GDP.MKTP.CD","OECD members","OED","2400412274248.37","8867251981131.77","18846972458698.4","27669616112069.4","45297226688828.8","48721225418978.3","48676834813345.9","49360200440504.1","50386906873870.5","47536673280840.8","48460554255214.5","50610712929528.3","53525975116832.1","54053010452622.3","52852896615891.7","58899843230643.7"
GDP (current US$),"NY.GDP.MKTP.CD","Other small states","OSS","","21040631379.5509","33890663890.8452","55909436459.4723","138174096381.898","157064408558.829","155912881125.311","162812437315.906","167893016317.089","151721848514.729","159200150156.228","176977448024.04","193850030853.887","195442320173.664","178185121948.331","208006924432.84"
GDP (current US$),"NY.GDP.MKTP.CD","Pacific island small states","PSS","426566439.950821","1890462575.43699","2385286557.55356","3448222600.9246","6646636169.35048","7754564667.39194","8219726546.10348","8544636536.17937","9290027187.46434","9082590662.61225","9532201525.56813","10290482444.2108","10791457053.2083","10729092905.3643","9505064735.52033","9493809706.88294"
GDP (current US$),"NY.GDP.MKTP.CD","Post-demographic dividend","PST","2340108502829","8577409479957.71","18436214579431.5","26398822852316.2","42685593909416.3","45847684271547.9","45779692961073.2","46270713136341.4","47207349839752.1","44669765037594.5","45693398993292.1","47667106352008.1","50504305917292.4","51018795008395.9","50004904334179.6","55588775180110.5"
GDP (current US$),"NY.GDP.MKTP.CD","Pre-demographic dividend","PRE","45057737028.5949","236812267826.793","411261396125.169","282743056562.662","1047586126685.77","1213699206148.6","1319408228653.58","1448620258000.13","1535536224140.68","1305833014908.77","1163168926723.78","1214614486271.29","1353360006187.64","1427162956056.16","1309584194481.23","1435824208115.63"
GDP (current US$),"NY.GDP.MKTP.CD","Small states","SST","4466735993.26499","27438523048.7579","44747769951.5554","76825026679.5082","174536267000.423","195163537455.559","196184993723.708","203747883009.378","210645325825.077","195342695295.027","202183604189.062","222189517961.591","240866904455.296","243792423417.39","219068216684.633","254207327038.415"
GDP (current US$),"NY.GDP.MKTP.CD","South Asia","SAS","85149253640.7686","235543383601.435","406963354249.835","647681666329.099","2082357808583.89","2294090940082.05","2327938845782.62","2389895068185.15","2614915526247.9","2733618963171.59","3011037037667.86","3433921312241.12","3534066858502","3658209766221.57","3493120726807.89","4079882760410.17"
GDP (current US$),"NY.GDP.MKTP.CD","South Asia (IDA & IBRD)","TSA","85149253640.7686","235543383601.435","406963354249.835","647681666329.099","2082357808583.89","2294090940082.05","2327938845782.62","2389895068185.15","2614915526247.9","2733618963171.59","3011037037667.86","3433921312241.12","3534066858502","3658209766221.57","3493120726807.89","4079882760410.17"
GDP (current US$),"NY.GDP.MKTP.CD","Sub-Saharan Africa","SSF","70450505277.5343","290362860824.318","373699392898.216","428346156747.99","1448107365068.66","1627672472377.66","1690475240154.75","1797507885741.07","1874275100667.03","1668662993704.66","1522011045162.78","1625855640496.81","1780908927291.34","1830460925279.6","1716220805506.51","1932765211586.67"
GDP (current US$),"NY.GDP.MKTP.CD","Sub-Saharan Africa (excluding high income)","SSA","70436667210.8365","290218140808.147","373310030639.63","427688179170.896","1447125748526.33","1626613553670.39","1689385832315.55","1796174725333.69","1872887522796.95","1667230590352.53","1520442531814.64","1624180269855.79","1779124613364.58","1828592235182.87","1714838253754.94","1931278037791.87"
GDP (current US$),"NY.GDP.MKTP.CD","Sub-Saharan Africa (IDA & IBRD countries)","TSS","70450505277.5344","290362860824.319","373699392898.216","428346156747.99","1448107365068.66","1627672472377.66","1690475240154.75","1797507885741.07","1874275100667.03","1668662993704.66","1522011045162.78","1625855640496.81","1780908927291.34","1830460925279.6","1716220805506.51","1932765211586.67"
GDP (current US$),"NY.GDP.MKTP.CD","Upper middle income","UMC","354005532449.168","1539974154699.52","2334186272700.92","4372322368009.91","14630255984971","17496066354586.1","18674953139164.7","19833760666069.5","20590348415303.8","19827996310186","19905034053844","21837271216675.9","23304307154243.2","23700366929893.3","22969949394569.8","27373038582479.3"
GDP (current US$),"NY.GDP.MKTP.CD","World","WLD","3001559626304.82","11419164161217.7","22822610047367.9","33839387350047.3","66514174634775.9","73957792909770.5","75603976718162.8","77751368312765.4","79894385759929.2","75359657218242.5","76588030455295.5","81550955754739.2","86686870786621.5","87945574337517.8","85577718250195.5","97527032881901.1"
"Compulsory education, duration (years)","SE.COM.DURS","Afghanistan","AFG","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Albania","ALB","","","","8","8","8","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Algeria","DZA","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","American Samoa","ASM","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Andorra","AND","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Angola","AGO","","","","4","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Antigua and Barbuda","ATG","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Argentina","ARG","","","","10","13","13","13","13","13","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Armenia","ARM","","","","10","10","11","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Aruba","ABW","","","","","","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Australia","AUS","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Austria","AUT","","","","9","9","10","10","10","10","10","10","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Azerbaijan","AZE","","","","9","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Bahamas, The","BHS","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Bahrain","BHR","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Bangladesh","BGD","","","","5","5","5","5","5","5","5","5","5","5","5","5","5"
"Compulsory education, duration (years)","SE.COM.DURS","Barbados","BRB","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Belarus","BLR","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Belgium","BEL","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Belize","BLZ","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Benin","BEN","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Bermuda","BMU","","","","13","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Bhutan","BTN","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Bolivia","BOL","","","","8","14","14","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Bosnia and Herzegovina","BIH","","","","8","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Botswana","BWA","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Brazil","BRA","","","","8","8","8","8","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","British Virgin Islands","VGB","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Brunei Darussalam","BRN","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Bulgaria","BGR","","","","9","9","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Burkina Faso","BFA","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Burundi","BDI","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Cabo Verde","CPV","","","","6","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Cambodia","KHM","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Cameroon","CMR","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Canada","CAN","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Cayman Islands","CYM","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Central African Republic","CAF","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Chad","TCD","","","","6","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Channel Islands","CHI","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Chile","CHL","","","","8","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","China","CHN","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Colombia","COL","","","","10","10","10","10","10","10","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Comoros","COM","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Congo, Dem. Rep.","COD","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Congo, Rep.","COG","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Costa Rica","CRI","","","","11","11","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Cote d'Ivoire","CIV","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Croatia","HRV","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Cuba","CUB","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Curacao","CUW","","","","9","14","14","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Cyprus","CYP","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Czechia","CZE","","","","","9","9","9","9","9","9","9","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Denmark","DNK","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Djibouti","DJI","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Dominica","DMA","","","","12","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Dominican Republic","DOM","","","","9","15","15","15","15","15","15","15","15","15","15","15","15"
"Compulsory education, duration (years)","SE.COM.DURS","Ecuador","ECU","","","","10","15","15","15","15","15","15","15","15","15","15","15","15"
"Compulsory education, duration (years)","SE.COM.DURS","Egypt, Arab Rep.","EGY","","","","9","9","9","9","9","9","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","El Salvador","SLV","","","","9","9","9","9","12","15","15","15","15","15","15","15","15"
"Compulsory education, duration (years)","SE.COM.DURS","Equatorial Guinea","GNQ","","","","5","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Eritrea","ERI","","","","","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Estonia","EST","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Eswatini","SWZ","","","","","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Ethiopia","ETH","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Faroe Islands","FRO","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Fiji","FJI","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Finland","FIN","","","","9","9","9","9","9","9","9","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","France","FRA","","","","10","10","10","10","10","10","10","10","10","10","10","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","French Polynesia","PYF","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Gabon","GAB","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Gambia, The","GMB","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Georgia","GEO","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Germany","DEU","","","","13","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Ghana","GHA","","","","9","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Gibraltar","GIB","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Greece","GRC","","","","9","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Greenland","GRL","","","","","","","","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Grenada","GRD","","","","9","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Guam","GUM","","","","","","","","","","","","","0","0","0","0"
"Compulsory education, duration (years)","SE.COM.DURS","Guatemala","GTM","","","","16","16","16","16","16","16","16","16","16","16","16","16","16"
"Compulsory education, duration (years)","SE.COM.DURS","Guinea","GIN","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Guinea-Bissau","GNB","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Guyana","GUY","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Haiti","HTI","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Honduras","HND","","","","9","9","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Hong Kong SAR, China","HKG","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Hungary","HUN","","","","13","13","13","13","11","11","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Iceland","ISL","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","India","IND","","","","","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Indonesia","IDN","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Iran, Islamic Rep.","IRN","","","","5","8","8","8","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Iraq","IRQ","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Ireland","IRL","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Isle of Man","IMN","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Israel","ISR","","","","11","13","13","13","13","13","13","15","15","15","15","15","15"
"Compulsory education, duration (years)","SE.COM.DURS","Italy","ITA","","","","8","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Jamaica","JAM","","","","6","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Japan","JPN","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Jordan","JOR","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Kazakhstan","KAZ","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Kenya","KEN","","","","8","8","8","8","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Kiribati","KIR","","","","","","","","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Korea, Dem. People's Rep.","PRK","","11","11","11","11","11","11","11","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Korea, Rep.","KOR","","","","6","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Kosovo","XKX","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Kuwait","KWT","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Kyrgyz Republic","KGZ","","","","9","9","9","9","9","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Lao PDR","LAO","","","","5","5","5","5","5","5","5","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Latvia","LVA","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Lebanon","LBN","","","","6","9","9","9","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Lesotho","LSO","","","","","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Liberia","LBR","","","","","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Libya","LBY","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Liechtenstein","LIE","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Lithuania","LTU","","","","10","10","10","10","10","10","10","10","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Luxembourg","LUX","","","","11","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Macao SAR, China","MAC","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
"Compulsory education, duration (years)","SE.COM.DURS","Madagascar","MDG","","","","5","5","5","5","5","5","5","5","5","5","5","5","5"
"Compulsory education, duration (years)","SE.COM.DURS","Malawi","MWI","","","","8","8","8","8","8","8","8","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Malaysia","MYS","","","","","6","6","6","6","6","6","6","6","6","6","6","6"
"Compulsory education, duration (years)","SE.COM.DURS","Maldives","MDV","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Mali","MLI","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Malta","MLT","","","","11","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Marshall Islands","MHL","","","","9","9","9","9","9","9","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","Mauritania","MRT","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Mauritius","MUS","","","","6","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Mexico","MEX","","","","9","11","11","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","8","8","8","8","8","8"
"Compulsory education, duration (years)","SE.COM.DURS","Moldova","MDA","","","","9","9","9","9","9","9","9","9","13","13","13","13","10"
"Compulsory education, duration (years)","SE.COM.DURS","Monaco","MCO","","","","","11","11","11","11","11","11","11","11","11","11","11","11"
"Compulsory education, duration (years)","SE.COM.DURS","Mongolia","MNG","","","","8","12","12","12","12","12","12","12","12","12","12","12","12"
"Compulsory education, duration (years)","SE.COM.DURS","Montenegro","MNE","","","","","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Morocco","MAR","","","","9","9","9","9","9","9","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Mozambique","MOZ","","","","","","","","","","","","","","","",""
"Compulsory education, duration (years)","SE.COM.DURS","Myanmar","MMR","","","","5","5","5","5","5","5","5","5","5","5","5","5","5"
"Compulsory education, duration (years)","SE.COM.DURS","Namibia","NAM","","","","7","7","7","7","7","7","7","7","7","7","7","7","7"
"Compulsory education, duration (years)","SE.COM.DURS","Nauru","NRU","","","","10","10","14","14","14","14","14","14","14","14","14","14","14"
"Compulsory education, duration (years)","SE.COM.DURS","Nepal","NPL","","","","","","","","","","9","9","9","9","9","9","9"
"Compulsory education, duration (years)","SE.COM.DURS","Netherlands","NLD","","","","13","13","13","13","13","13","13","13","13","13","13","13","13"
"Compulsory education, duration (years)","SE.COM.DURS","New Caledonia","NCL","","","","","","","","","","","","","0","0","0","0"
"Compulsory education, duration (years)","SE.COM.DURS","New Zealand","NZL","","","","10","10","10","10","10","10","10","10","10","10","10","10","10"
