Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bahamas, The","BHS","","","","","92.13554","86.59924","84.28481","84.93697","87.15463","83.06878","88.50437","83.28551","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bahrain","BHR","","","","97.38224","96.99959","95.69389","94.6065","98.64157","101.52672","102.27122","96.98386","89.1598","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bangladesh","BGD","","","","","130.46604","","125.7713","","116.77142","103.9233","100.97673","105.53788","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Barbados","BRB","","","","89.87342","93.42872","","","95.53041","","","95.07193","98.33228","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Belarus","BLR","","112.82511","98.71282","102.92583","98.93077","97.62332","98.12116","101.4101","102.54339","105.92952","97.73895","94.11003","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Belgium","BEL","","98.44945","","","97.30054","96.53183","99.07903","97.8669","98.5835","97.81686","97.52346","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Belize","BLZ","","","","119.11807","102.12766","104.39306","103.13394","104.19028","105.28136","103.75449","101.73602","98.49042","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Benin","BEN","","64.31646","72.38974","99.73154","146.54076","156.18053","154.96226","157.41453","161.96453","158.69049","149.92287","146.92009","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bermuda","BMU","","","","","101.9774","99.13669","97.07174","106.87593","70.75038","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bhutan","BTN","","","","81.64176","106.82629","93.5415","87.88127","96.12957","","100.34703","100.75253","105.14864","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bolivia","BOL","","","139.68648","128.98242","88.11135","90.59564","92.28039","92.6226","94.79886","95.68299","100.09803","98.96598","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bosnia and Herzegovina","BIH","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Botswana","BWA","64.29511","107.56371","116.77737","117.9262","","104.74952","103.50286","97.61289","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Brazil","BRA","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","British Virgin Islands","VGB","","","","115.26316","109.32401","125.35885","121.10553","148.8","144.15954","142.94294","150.15873","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Brunei Darussalam","BRN","","96.45833","","105.01136","107.73321","106.93131","107.22758","102.19833","105.7014","105.13595","100.04623","100.54912","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bulgaria","BGR","","95.69456","88.75984","101.46543","100.4236","99.17428","96.3174","95.54327","92.22758","90.20696","90.9911","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Burkina Faso","BFA","","19.90981","33.47222","46.93492","90.66561","92.93752","95.60018","100.59685","105.40329","106.54462","108.95436","111.09734","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Burundi","BDI","","26.2451","62.74551","64.37647","135.33166","131.59947","129.86263","132.54435","138.94544","139.50957","126.37989","128.05538","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cabo Verde","CPV","","113.39538","115.45373","100.83365","95.05321","96.46018","96.6686","96.87894","94.55465","92.07323","97.7907","98.8972","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cambodia","KHM","","","","130.83153","132.29689","129.07716","147.06782","108.43405","118.48415","116.31831","105.67687","104.57965","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cameroon","CMR","","87.3529","80.0703","75.59714","120.12583","123.49736","","126.42956","130.40899","129.5682","125.93223","116.76714","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Canada","CAN","","","","101.07505","99.8457","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cayman Islands","CYM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Central African Republic","CAF","","","70.73514","","88.04973","89.55636","","","","128.08882","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Chad","TCD","","","52.2917","72.30356","117.77222","122.88008","128.60077","","108.51385","109.08001","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Channel Islands","CHI","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Chile","CHL","128.11845","","","96.89909","93.59092","93.13183","95.80902","97.46012","98.87218","","99.84037","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","China","CHN","","","114.63018","","103.08816","","103.74538","101.67297","98.5553","101.9346","102.56565","102.56437","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Colombia","COL","142.33676","","130.89368","144.22188","118.11763","119.7206","122.13329","119.55863","115.45721","114.39594","111.85605","113.5463","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Comoros","COM","","","","","133.62864","","99.07654","98.92484","","","88.45568","98.49074","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Congo, Dem. Rep.","COD","","109.65573","","","124.94144","126.62377","135.23517","135.86669","139.92165","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Congo, Rep.","COG","","107.64805","88.74148","76.24016","","93.64393","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Costa Rica","CRI","108.46928","113.58831","99.51168","103.49435","105.71986","104.10467","102.20826","103.37039","104.4789","103.53838","98.66831","110.77016","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cote d'Ivoire","CIV","","69.72837","63.40228","65.54336","74.88775","82.42944","82.56101","96.68343","98.29878","108.08795","102.66033","102.0966","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Croatia","HRV","","","","95.55974","95.01471","101.99839","102.94583","98.56875","98.62031","97.49202","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cuba","CUB","","104.55016","104.43506","94.23989","95.22566","92.33035","86.83195","88.90238","98.01284","104.34431","101.99579","104.54278","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Curacao","CUW","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cyprus","CYP","","55.4908","81.04983","100.69412","101.03417","100.22321","99.48969","98.46221","96.50379","96.00813","97.0377","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Czechia","CZE","","","","102.0979","97.02391","98.21025","98.92608","100.11834","102.96189","100.40688","100.46498","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Denmark","DNK","","102.61978","98.8792","102.19049","101.6745","102.64688","101.00407","98.18468","97.60764","96.7832","98.28929","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Djibouti","DJI","","","33.26184","31.10746","68.64462","67.63982","70.08495","68.40845","63.67819","61.66489","65.75919","66.95788","77.45226","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Dominica","DMA","","","","102.06436","112.94886","126.6147","111.56004","120.96413","121.41256","113.97727","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Dominican Republic","DOM","","","","131.63516","100.72384","101.97087","100.45622","106.83331","114.08681","111.06446","106.80516","105.9601","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ecuador","ECU","","137.58507","","131.18863","","","","","","","103.84295","104.64206","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Egypt, Arab Rep.","EGY","","","","89.49523","101.91288","100.88737","102.46723","103.31506","","102.50778","105.11241","101.77791","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","El Salvador","SLV","","","","134.41403","106.83158","105.37534","101.18937","99.02327","101.00341","100.59583","97.57618","96.58226","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Equatorial Guinea","GNQ","","","","","70.32531","71.22989","","","62.30153","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Eritrea","ERI","","","","95.44447","94.0621","90.70326","79.89","","69.18464","65.19705","64.95305","73.38348","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Estonia","EST","","","","99.4691","96.74721","98.01493","97.17191","96.05634","96.51725","98.59807","95.66679","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Eswatini","SWZ","94.84627","102.70987","100.23075","103.76055","110.76923","106.46126","102.30073","102.79199","97.83201","93.11102","96.41055","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ethiopia","ETH","","","","82.44779","149.93923","143.28004","","151.00587","141.51954","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Fiji","FJI","","108.63332","","103.98384","103.77732","104.01625","107.69762","","102.09393","111.46681","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Finland","FIN","","","100.40543","102.00517","100.16234","101.62974","100.26848","100.9394","98.85109","98.61023","98.71622","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","France","FRA","","103.5702","99.3835","96.48031","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","French Polynesia","PYF","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gabon","GAB","","131.33344","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gambia, The","GMB","","48.6059","","92.08326","89.48282","96.61841","99.52642","107.68667","107.17306","103.55542","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Georgia","GEO","","","","110.88494","115.09746","114.81156","97.25524","92.9436","94.19762","90.92564","","101.81292","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Germany","DEU","","","","100.85857","100.90178","102.29554","99.68305","100.13956","103.64667","103.95359","104.96265","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ghana","GHA","","82.60377","","88.3692","107.76024","108.53622","106.573","103.01948","107.33453","","102.5658","100.35399","103.90639","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gibraltar","GIB","","","","138.47695","","","","","","116.18625","105.15695","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Greece","GRC","","98.54333","","102.9697","100.99559","101.612","100.99297","98.75328","103.54872","101.52898","99.94388","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Greenland","GRL","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Grenada","GRD","","","","","","","114.62815","106.56977","104.94719","100.76545","100.91892","98.86609","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guam","GUM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guatemala","GTM","86.53241","98.06448","","123.25619","110.49704","97.8801","99.51659","100.82475","103.84396","118.44008","104.60376","105.26949","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guinea","GIN","","23.64552","32.01638","58.52181","97.16171","98.87957","101.4478","104.7354","","115.0017","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guinea-Bissau","GNB","","78.96177","","103.50838","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guyana","GUY","","85.02007","","99.67718","97.04383","93.51305","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Haiti","HTI","","100.91087","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Honduras","HND","","136.43997","","135.17599","105.56616","102.32744","97.73347","99.81607","100.6888","94.34883","90.62781","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Hong Kong SAR, China","HKG","","108.92868","107.33484","","","111.3307","115.82775","119.1108","115.60631","107.70631","108.1033","113.61493","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Hungary","HUN","","96.39467","88.45848","100.50746","98.08617","99.07785","100.4042","107.16722","100.67699","96.97548","96.43723","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Iceland","ISL","","","","98.37275","99.48897","97.30901","97.54574","97.81707","99.22846","101.73987","101.65114","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","India","IND","","","","122.07783","108.90898","","105.0731","100.20635","101.70777","104.07735","100.26909","101.34015","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Indonesia","IDN","","","110.3928","108.13111","114.72171","104.81098","105.4322","107.5332","109.0725","104.58974","103.9821","102.51958","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Iran, Islamic Rep.","IRN","","","103.37972","97.98804","102.44763","104.07725","108.14921","104.80856","102.85458","104.60465","105.01917","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Iraq","IRQ","","98.27674","","106.95555","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ireland","IRL","","","","99.84975","100.43187","","99.35091","98.84462","97.0585","97.74027","94.88691","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Isle of Man","IMN","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Israel","ISR","","","","","102.16358","104.31887","100.73651","100.11558","105.57459","","103.82682","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Italy","ITA","","95.18257","94.89069","103.38117","101.84862","99.99431","100.74731","98.84749","98.29482","97.75151","96.61422","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Jamaica","JAM","","97.87687","97.86661","96.35398","","","","","85.22515","86.73224","80.7722","79.33817","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Japan","JPN","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Jordan","JOR","","101.88632","90.93041","97.66065","79.39283","76.50667","74.82832","","","79.80194","84.78668","80.96908","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kazakhstan","KAZ","","","","102.15784","111.47149","112.4984","110.70383","111.06564","111.89094","107.60444","107.5817","99.39663","104.22258","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kenya","KEN","76.66587","137.98926","","","","","","96.25907","95.08817","94.0614","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kiribati","KIR","","108.09289","106.75","114.14763","","","","109.16086","103.2292","102.3622","102.18132","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Korea, Dem. People's Rep.","PRK","","","","","","","","","96.79875","","","92.60957","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Korea, Rep.","KOR","","108.84643","108.24112","98.46242","99.41269","93.30312","96.87336","105.96248","100.39982","95.90965","100.94304","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kosovo","XKX","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kuwait","KWT","","77.47154","","98.48382","111.88627","108.3482","103.71234","","","95.20939","91.64863","89.5939","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Kyrgyz Republic","KGZ","","","","96.84409","104.68279","112.20765","106.51235","105.3581","106.19974","108.13411","111.47049","106.007","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Lao PDR","LAO","","","117.21987","114.64501","120.86485","121.3412","123.9948","119.06379","107.63696","104.2119","103.17971","102.2389","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Latvia","LVA","","","","101.06477","98.05815","98.80772","98.4669","98.55373","98.95319","98.4269","99.58075","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Lebanon","LBN","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Lesotho","LSO","","115.60255","99.17899","184.56351","114.21214","117.64156","112.60702","116.06693","120.18129","118.67385","119.70454","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Liberia","LBR","","","","","131.20437","","","127.60566","","93.44149","99.49656","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Libya","LBY","","106.43738","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Liechtenstein","LIE","","","","","126.0745","117.82946","105.94315","106.81199","94.59459","104.45682","94.45783","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Lithuania","LTU","","","","102.65836","101.10933","101.01284","101.57433","101.13226","102.70301","103.09974","103.74145","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Luxembourg","LUX","","","","","95.11373","98.43144","98.66622","102.19372","101.36134","102.69865","105.77617","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Macao SAR, China","MAC","","","102.58453","91.72136","89.14065","93.08193","97.67976","99.48526","98.46547","95.27173","93.73634","94.55967","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Madagascar","MDG","","","91.17381","111.36776","177.56031","175.5446","175.32403","182.0348","177.58331","172.72947","","155.52513","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Malawi","MWI","","99.38297","106.77081","191.26668","156.48233","158.02533","163.82259","157.20594","","","146.91113","130.57044","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Malaysia","MYS","","95.78605","95.5706","102.15519","99.24875","101.42415","105.46342","106.35786","104.79643","108.76832","105.25503","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Maldives","MDV","","","","99.71451","","","","","103.89277","102.34492","97.18721","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mali","MLI","","27.67998","","57.00455","80.37081","67.90996","62.12302","63.61255","65.3733","67.32876","80.1129","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Malta","MLT","","99.15856","101.71239","101.63097","104.64868","102.72775","101.7353","107.57042","105.86941","103.53111","107.24775","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Marshall Islands","MHL","","","","","96.49123","","","","","83.53856","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mauritania","MRT","","28.33637","45.10382","","104.84054","108.51718","108.80807","117.57163","128.66745","107.79572","106.03607","105.08427","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mauritius","MUS","","","96.37229","95.68608","101.78712","99.57744","103.56614","103.17501","100.22859","102.55145","102.04373","102.90226","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mexico","MEX","","143.18997","117.23247","109.29295","105.34747","104.4087","104.17258","105.19614","106.12234","105.24902","104.68476","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Micronesia, Fed. Sts.","FSM","","","","","","","","101.10403","96.89337","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Moldova","MDA","","","","104.49062","96.55582","95.72447","94.60953","94.90661","94.38187","93.10244","92.35008","92.78051","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Monaco","MCO","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mongolia","MNG","","103.07349","","109.40919","104.83606","100.97631","97.79267","106.41262","110.7233","109.1291","98.32495","102.14242","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Montenegro","MNE","","","","","93.52088","93.72534","","","99.29302","103.3038","101.42912","100.33709","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Morocco","MAR","","68.4692","66.6115","111.0949","104.26291","101.89421","101.93255","103.31079","103.5585","106.79364","109.43967","109.83867","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Mozambique","MOZ","","","74.91139","112.18371","155.55693","156.06812","159.8622","159.69002","160.76495","161.28396","158.26742","171.36159","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Myanmar","MMR","","","","123.44835","","","","","","","135.29394","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Namibia","NAM","","","","107.40929","","113.26678","114.24757","","","","112.92125","113.31313","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Nauru","NRU","","","","","","94.84979","","124.59677","","137.30769","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Nepal","NPL","","","","132.45985","180.27229","167.25234","166.90965","160.58055","159.44015","150.60059","150.31708","","146.61605","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Netherlands","NLD","","95.42376","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","New Caledonia","NCL","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","New Zealand","NZL","","","102.48046","","","","102.22413","97.47245","98.5977","98.33831","98.32119","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Nicaragua","NIC","121.85992","148.27348","123.12421","149.38885","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Niger","NER","","24.78795","26.65626","43.91041","87.78737","84.98637","85.25274","83.81045","87.43849","87.84829","87.35714","75.41642","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Nigeria","NGA","","","","117.251","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","North Macedonia","MKD","","","","96.68171","","90.46062","92.56372","94.12511","98.02541","","104.95281","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Northern Mariana Islands","MNP","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Norway","NOR","","100.24923","101.97089","97.94835","101.75427","100.95406","102.3461","99.88212","100.78194","101.40439","100.22682","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Oman","OMN","","","76.61074","88.01206","108.52209","109.50569","103.76861","103.81561","105.51313","106.63286","102.71221","100.16944","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Pakistan","PAK","","","","","94.54988","96.36944","96.27662","104.34885","105.27659","114.53637","112.98574","117.24326","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Palau","PLW","","","","115.09972","","","96.85039","101.60643","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Panama","PAN","107.33805","104.42933","","107.91806","97.09386","95.0176","97.00525","97.06159","99.91097","","91.51725","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Papua New Guinea","PNG","","","76.3949","","","133.4321","","","","127.7538","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Paraguay","PRY","122.05117","123.36641","122.5419","128.08408","103.91265","99.13167","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Peru","PER","119.65703","113.4846","","114.66952","106.28876","91.47804","92.22986","90.89608","95.81901","101.78418","102.46928","106.53846","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Philippines","PHL","","","127.85928","","","","","117.53289","112.33579","103.33235","94.5203","","","",""
