Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Lao PDR","LAO","","","1011.43099801369","1794.00440873921","3778.69452739027","4106.34223302081","4788.42122943951","5230.01783455274","5808.65864381182","6098.82331576388","6760.0741248906","7162.55278061592","7511.14175799296","7770.68624748182","7942.7225987312"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Latvia","LVA","","","7688.21826365764","8040.50904846532","17703.9136026456","19248.4580124625","21290.5016471166","22639.1590264447","23815.6086023522","24972.8362766881","26721.8364985868","28673.6225736307","30877.0419264805","33294.5077885749","33733.0651257205"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Lebanon","LBN","","","2991.56344002401","7953.93664273394","14837.4953913715","15125.822947491","16300.049997723","16501.169605739","16326.7417898764","17241.7694538102","19135.6092514966","21138.4053309102","22108.4420665639","21758.1032525002","16373.0479861557"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Lesotho","LSO","","","768.601319146059","1276.28916872867","2124.71420615523","2252.03620707547","2268.78498552718","2516.9246658153","2751.20304749485","3014.72173672698","2923.72318781704","2602.52220835694","2615.0259222894","2549.53527670624","2537.79208168464"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Liberia","LBR","","","791.486152273259","976.363501957873","989.610760990647","1050.72508381553","1167.98470555679","1373.31653858711","1432.86743198916","1354.12155760745","1506.01505243553","1683.09643341727","1820.09567884422","1921.78608911742","1679.70544875837"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Libya","LBY","","","18016.6703430697","21217.8454764407","30261.3407941098","16091.4359862225","28240.3364757007","22279.7486603007","18455.6424497803","18885.0764267029","17905.7779395489","19044.8767457177","19961.3460462631","17835.2800156724","16261.8790227937"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Liechtenstein","LIE","","","","","","","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Lithuania","LTU","","","8885.83926419951","8446.92767760874","20093.3453948576","22884.8755910695","24703.7403952162","26721.7002165919","28184.2813023168","28834.5570242411","30925.2413840761","33761.9475000677","36376.5278839032","40577.8037367455","41168.2149817792"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Luxembourg","LUX","","","29929.0521561855","55124.2922512694","90346.0688268008","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107859.685999308","113365.176082265","114985.842235989","116498.512080919","121403.823719046","122114.101599326"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Macao SAR, China","MAC","","","26722.2566134536","34588.441975549","96195.7085642077","116537.537811435","129705.121459921","149421.592694249","149325.171801762","113813.739005369","112351.277234359","122838.382786163","131302.826338343","127747.219110728","57992.2133399872"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Madagascar","MDG","","","1182.78193237533","1258.64201524972","1494.34403405613","1506.46799990919","1495.23981612046","1505.96124828001","1532.78107137994","1531.28787865489","1598.13667621734","1583.45919949684","1583.94828406159","1652.49342031181","1528.78241137715"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Malawi","MWI","","","671.938937373154","981.820023295275","1468.30527951536","1528.11656048512","1476.10098852007","1571.43694377401","1518.66973047385","1415.23139400952","1422.28023767727","1392.47080836583","1375.89008049018","1465.55046880457","1560.96134713407"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Malaysia","MYS","","","7010.91097458662","13040.1421226118","20149.8444781417","21308.2157821446","22640.5396800481","23191.2189268332","24377.7401948852","24655.8317125486","25496.9751341353","26729.3847379976","28232.5235110203","29495.4035170304","28045.3873552765"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Maldives","MDV","","","4527.44001650463","8518.65640286675","12788.7028491541","13684.5992850774","13948.6621764827","15223.8452307683","16580.7520902505","17570.2740526043","18317.304475896","19175.6167143131","21154.5255046562","22309.797480574","13103.8505149903"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mali","MLI","","","758.943867939815","1103.87932844837","1732.3787011976","1766.843103581","1718.45435590501","1778.16509972047","1886.42361514188","2011.57450958182","2176.5653522551","2244.56072077058","2307.1668334243","2437.55803624467","2351.28960633963"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Malta","MLT","","","10108.6006302847","18357.8888859611","28716.5319673496","28971.5876383054","30242.2705761634","32294.1932582598","34341.58204453","37452.4665202781","39704.3288883898","43489.3514954462","45871.3369752927","50327.6845543888","46466.9299634322"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Marshall Islands","MHL","","","2042.00273580899","2333.44885043135","3369.40685670577","3460.38431056383","3529.86482174912","3781.19184154402","3872.87883773876","4072.42492446398","4293.20810893501","4642.97349504317","5148.83441583383","5940.40051049616","6024.68032040802"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mauritania","MRT","","","2014.40694991048","2233.94786969527","3151.36187302826","3250.9658638671","3448.70144763074","3822.20274961737","3870.513111604","3997.50773416599","4722.88224669004","5418.15836495085","5514.37306195803","5717.44904026701","5870.29980470235"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mauritius","MUS","","","5008.0694682761","9139.7036706353","15913.9099203974","16877.4651716884","17249.8932782975","18225.2375702488","19066.4430517664","20011.3333068005","21670.4566005949","22595.7290817609","23068.2409674878","24027.1189308354","21326.224396378"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mexico","MEX","","","8693.60062033878","11794.3236037342","16063.1663296244","17432.1475065559","18170.0246436426","18333.3743788853","18983.778991974","19217.8587938152","20225.7102413024","20582.2523670259","21015.9257539431","21095.7136967365","19473.0884906874"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Micronesia, Fed. Sts.","FSM","","","1727.72661588636","2390.99949144857","3124.51791431294","3281.54335122509","3269.79371497291","3191.95475722128","3160.58852531316","3324.0004955836","3357.63164966645","3430.13177398928","3492.92883300242","3681.58457039967","3633.34718181514"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Moldova","MDA","","","6922.25469986185","3044.67050577829","6323.06287899041","6832.94156502961","7254.66249032313","8232.5238047368","8643.06431435343","9197.61838204272","10325.8404896126","11252.1135465283","11868.1955463223","13413.2232935126","13527.4413130967"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Monaco","MCO","","","","","","","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mongolia","MNG","","","3378.32130068155","3644.05970582405","7632.23787194393","8998.68772182404","10323.8868614016","10640.0566603934","11126.6221730274","10677.4165423569","10717.1346208393","11285.5822800997","12489.5461562512","13753.3132529533","13829.8025629998"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Montenegro","MNE","","","","6002.57309261823","13633.0783945249","14471.6228944635","13863.1832369662","14869.3982362014","15370.047327501","16331.6473335012","18198.6324412468","19680.4258268372","21511.8986481224","24139.8157053189","21003.781959125"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Morocco","MAR","","","2755.0283203125","3912.57788085938","6848.36962890625","7275.17041015625","7307.21337890625","7537.4130859375","7227.0126953125","7781.69189453125","7833.41552734375","8095.3681640625","7780.99169921875","8024.4052734375","7681.83544921875"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Mozambique","MOZ","","","291.389420281546","481.560149035121","997.012109167975","1058.66932310276","1069.29784584804","1104.92603740807","1154.62478831396","1303.37153859162","1361.21218696968","1264.65306205562","1307.33059592616","1370.39867945741","1393.75678141374"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Myanmar","MMR","","","437.997907773435","943.59204314046","3323.27731388307","3552.46993617519","3816.00006256364","4112.07728901726","4342.90057606584","4424.49142568454","4425.45213314177","4671.02259456998","5539.54752575905","6055.41690613211","5697.28803845981"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Namibia","NAM","","","3876.29704134948","5127.22162666302","8581.068467524","9061.27137423206","9481.20491459301","9910.38573861362","10684.8081315768","10885.8474459275","10708.8001676786","10483.0846293315","10556.8062546387","10410.1305312869","10254.7984119687"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Nauru","NRU","","","11676.6328424618","4109.29934017942","5511.73895916004","6426.36896534574","8015.09479383994","8289.22577279732","9549.92486046369","9749.7313293235","10023.2693449708","9354.58065629181","9295.23494286943","10083.1670103566","10223.009565965"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Nepal","NPL","","","825.665383231868","1316.13285868664","2153.43450004512","2264.32951082506","2484.25995757259","2678.25605554604","2923.4105803964","2980.15230230976","2986.19567628825","3582.68767862056","3896.8629114633","4198.84064499886","4180.43698458006"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Netherlands","NLD","","","19162.0271171505","31874.8780479427","45036.0998025999","46599.02103045","47272.1030187972","49241.5178406305","49233.2153954401","50288.5913949377","52288.4150841353","55088.6338006744","57826.6284976675","61089.5834206486","61068.4058621127"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","New Caledonia","NCL","","","","","","","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","New Zealand","NZL","","","14871.4551034056","21500.6292898099","31214.0510925451","32702.1461450023","32989.3681569621","36243.2439727716","37297.8134848978","37488.0496359613","39946.2344308563","42206.923421304","42499.3779260836","45163.6964269884","45283.4680496217"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Nicaragua","NIC","","","1948.01242135141","2751.14367885396","3960.535863455","4234.82708244732","4411.25945669613","4606.22711772701","4951.68867450282","5319.83188779857","5738.23682974353","6067.52953852853","5779.70699947814","5819.31518544463","6075.55881396054"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Niger","NER","","","731.639837960689","756.848942451152","1051.24072015363","1057.83987059706","1154.17699389167","1129.63822411128","1151.96688072261","1161.20686678293","1175.15058079445","1191.33514588339","1254.01179551936","1389.16425492127","1458.93993429819"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Nigeria","NGA","","","2057.01740051124","2293.12448292984","4632.79413037617","4843.60455539881","4907.69716349217","5153.78604110661","5442.99261090234","5377.74783605583","5202.73156053697","5171.43264455052","5251.02823057722","5525.44378417473","5499.38469057011"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","North Macedonia","MKD","","","5397.57834442444","6152.61460584251","11992.9908449555","12420.1607893633","12725.2458431908","13662.0790525862","14484.0881710509","15033.1263586648","16456.9284185676","17159.4748808208","18459.2495759732","20221.8115696501","19961.3898708919"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Northern Mariana Islands","MNP","","","","","","","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Norway","NOR","","","18448.5526448846","36986.4941984639","58219.6143463523","62460.0908157002","65774.3520746224","67377.9262258772","66332.4614374198","60737.8868132779","59280.1992028829","64589.5559196863","70253.8463693386","70939.6055180362","67110.60457055"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Oman","OMN","","","26299.1361235243","39585.9796033157","53263.2268381883","50267.6468570866","50152.4224071208","47225.7474213411","44160.497599677","35998.9754101817","33279.3463850534","33586.5000995128","37753.3985882652","37157.3220419116","35001.5146768044"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Pakistan","PAK","","","1907.43926599447","2573.66112840912","3878.84823532249","3980.06989856706","4155.89078282131","4290.54388601716","4437.52319639562","4614.5118831069","4774.17052066566","4942.1411951147","5142.47533162512","5206.90716506548","5221.43854530392"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Palau","PLW","","","9582.89738828175","9908.57843300101","13344.4767778049","14552.3618426877","15255.0418462084","15162.7250310749","16251.7817731186","18003.6223715192","18312.4568247799","17959.4305493989","18459.2989096665","18884.8678181437","17631.0702344982"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Panama","PAN","","","5268.20968073632","8746.25168951849","15792.0888051555","17624.9834062524","19639.7970766677","22090.7609750771","24545.034143925","27409.2431166347","30427.0940939236","33628.2268409548","32473.0815202922","33229.4960261777","27022.6390129774"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Papua New Guinea","PNG","","","1717.1212562522","2207.42619039332","2931.18901608067","2938.24939804332","3046.53152588634","3131.42009550002","3524.06140211097","3695.55232922781","3839.50849582169","3950.6834324208","3937.27734898187","4089.25558659817","3926.78132071762"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Paraguay","PRY","","","5604.22708018275","6906.10318986937","10835.4512781418","11384.3721783312","10905.6612295476","12090.108449457","12563.7909365412","12640.3776225811","13291.9381018171","13940.51795585","14104.1015852733","14117.1650851672","14276.5455735658"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Peru","PER","","","3352.29319103542","5001.39518579328","9665.65414482365","10400.948481172","10685.1151900022","11207.5297896776","11427.38118528","11504.3479860703","11963.3384420608","12479.9639966102","12953.8175500027","13408.3532412789","12387.4513459058"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Philippines","PHL","","","2662.86144104776","3437.53240956831","5587.86559801365","5818.59366837458","6227.50204497855","6524.72244970781","6849.93768632247","7046.94039298665","7513.63369833791","7874.3911828494","8426.75332334853","8958.3710638251","8230.31161428208"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Poland","POL","","","6180.98568849563","10673.4777116381","20887.2093679102","22658.3773208623","23589.1475743289","24319.8802935066","25316.3315445949","26822.6642478406","28165.8365529133","29958.1207092074","32027.6027335558","35487.9109958983","36322.0437578784"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Portugal","PRT","","","11771.9163246906","18879.0582089447","27257.2292078491","26769.5118850004","26438.0163019973","27936.0396644563","28742.4403783509","29660.8960672526","31607.7542431733","33044.7167387479","34928.5435337746","37845.2099689668","35874.7807325535"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Puerto Rico","PRI","","","13409.9369263125","22938.0302340157","30933.2165716188","31824.1548383855","32312.0072087117","32623.9278505429","32850.5417604204","32899.9421549518","32944.0235909988","32686.4615893529","34733.9955529873","37453.788413823","36858.9791794027"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Qatar","QAT","","","55469.8105946635","88718.2296374212","143090.682597605","157255.394194743","163542.784469879","159305.020619707","144186.303810531","99572.3884065452","85843.6010323655","93278.5041351007","102635.587458861","101046.810986324","83154.1479218008"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Romania","ROU","","","5276.71695807194","5848.84514760676","17352.3246473026","18801.7774077588","19808.2113046209","19676.1004725377","20630.6778229397","21622.8722956901","23903.8302038752","26940.7545598525","29566.0604641138","33549.3910967414","34293.1685103865"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Russian Federation","RUS","","","8027.7890625","6825.3916015625","20490.126953125","22789.54296875","24273.517578125","26019.7265625","25688.2265625","23994.013671875","24012.40234375","25777.904296875","28628.5625","30963.853515625","31490.8046875"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Rwanda","RWA","","","552.965729236828","617.074371994237","1315.22183617701","1412.48004290601","1453.12535513398","1511.15056180333","1677.02363449563","1780.29239181178","1864.55686890191","1963.39254103935","2118.06433769718","2325.31490871321","2270.90333174194"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Samoa","WSM","","","2159.21743226096","3023.19569282026","5184.74848446847","5448.40655774285","5294.92485451541","5341.87934441555","5421.48444292161","5631.84615755363","6080.34831835655","6213.21757537989","6254.42451849254","6573.42921554874","6362.414203561"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","San Marino","SMR","","","","53665.3879848542","62024.5725795719","56456.3000918701","51795.7478526242","50398.1885716223","51746.1037378979","51199.7734857581","51884.1165069997","52107.5631120892","55044.4838747997","58259.2752445504","56445.2268188013"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sao Tome and Principe","STP","","","1537.35994483175","1834.23787774973","2853.2951443436","2908.02553525146","2687.77604518959","2936.47786191346","3221.40555730404","3158.37354468614","3304.24526067231","3418.70205952374","3919.45767534383","4629.30024792066","5116.15890344398"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Saudi Arabia","SAU","","","32481.0209194816","38169.7112130168","48005.8827067228","53049.8800042469","54476.8469771884","53452.5412828298","53704.7962098569","47405.6665358493","44695.4693453305","46419.0261820959","48892.7006521718","47149.1762677518","39824.6342665673"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Senegal","SEN","","","1550.12559387279","2016.6794980681","2684.87819067648","2702.26106241094","2780.69458000611","2792.24583438482","2890.94079075817","3043.74289519406","3160.65222464564","3302.04746490853","3453.9168234785","3728.23453254079","3833.54386276069"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Serbia","SRB","","","","6019.86489076939","12795.5099357653","13746.1235243148","13933.1480205875","14628.2741627614","14658.5348220101","14927.3548655388","15857.4403208321","16609.4527343395","17716.7283868","19688.2529700518","20065.4467718426"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Seychelles","SYC","","","8954.94515026785","14637.9590709361","18981.6586501593","21780.7075576057","22263.822159947","22487.2497747","24984.526915426","25435.2289894362","28811.3970334958","30674.6487335442","32091.2988657346","34219.061370118","31055.9442055039"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sierra Leone","SLE","","","764.599786105285","683.434327665142","1129.95969992952","1190.09846112391","1379.63002147394","1707.3751702599","1735.51881524229","1542.79201006625","1608.40848922466","1555.2696015918","1622.05875388054","1623.65098400926","1587.26350295927"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Singapore","SGP","","","23815.1597255024","43781.2691497492","75400.5557976827","80052.3914982651","82107.7270892092","83088.3185411658","84555.2446100826","87156.187383315","89735.1660600381","95628.2409946334","103899.678923546","105542.413613949","101612.090327577"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sint Maarten (Dutch part)","SXM","","","","","37446.0915414249","40719.2057713693","35913.2493431391","35434.0076287717","42344.5424529883","43032.6240305092","43990.5748005295","44918.157566044","42485.5374223288","46565.486920967","39535.8654044437"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Slovak Republic","SVK","","","8520.60126683661","11378.0099803341","25398.6096940969","26258.8286328192","26994.0577496344","28019.0588412978","29029.0782261812","30054.1218355571","29737.5708042482","30142.3674521189","31369.7988265901","33943.3498787454","35001.7482542062"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Slovenia","SVN","","","13472.2410595411","18003.5198624079","27822.0746823428","28931.383323805","29042.8202729641","29973.6993541529","30870.0236667425","31628.247175832","33936.0440637175","36507.5530416531","38971.8241162221","42747.9621118112","42040.9090611021"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Solomon Islands","SLB","","","1294.66339548764","1539.57005391245","2152.22837669979","2303.04298866792","2344.32944883712","2446.19435886926","2455.1162477532","2456.57770249035","2553.32014663964","2614.32648182152","2682.57073585116","2710.55895164371","2591.31231172789"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Somalia","SOM","","","429.053359187416","473.339908382699","831.066307486846","890.905741624326","930.274713202133","1090.07131425872","1289.90067472679","1527.73419097484","1647.45742841444","1735.09122727754","1635.76447272369","1690.24112436661","1562.08779126869"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","South Africa","ZAF","","","6520.69253898982","8155.20548976471","12773.7380588313","13281.5038939992","13142.5888035372","13569.2528480319","13570.1497112664","13600.6167977484","13719.9431915834","13979.5238745701","13643.7741390091","13706.713815854","13062.672772759"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","South Sudan","SSD","","","","","2957.61968749339","2730.00512680984","1424.6219892591","1927.25141618826","1375.42364473082","1145.93832801208","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Spain","ESP","","","13676.3069991903","21586.9938141957","31677.2223884807","31867.9732396862","31720.2738156972","32444.4611896857","33540.3571743561","34919.3872520672","37305.6291510563","39550.1890761123","40716.6807627631","43739.63291058","38967.339917953"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sri Lanka","LKA","","","2402.32962729343","4487.9956046914","8317.49518692906","9140.50431725218","10323.4426485675","10961.4843275016","11465.9513812282","12017.0327224265","12946.4081355116","13576.4170421781","14178.0225365529","14112.9525046152","12940.9045057722"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","St. Kitts and Nevis","KNA","","","8938.39196127323","15184.9491070608","23413.0659099397","24191.5690121396","23139.1155490637","24274.2687053297","26363.6884241284","26482.0938529388","27793.7446673621","29123.6705283886","30309.3862284619","31964.6901634196","26883.2397886618"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","St. Lucia","LCA","","","6733.77243207705","9262.11311174974","12715.6289588016","13444.3467963592","13401.7271228941","13959.5107985547","14348.2077929413","14294.5421651279","15240.1759558419","16056.2187576915","17347.9416764267","18584.3294381587","14815.7195038053"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","St. Martin (French part)","MAF","","","","","","","","","","","","","","",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","St. Vincent and the Grenadines","VCT","","","3936.6117862842","6487.58759839936","10624.2074662877","10837.6398916823","11054.8913357044","11698.9716889143","12206.2997922816","12434.4116200456","13542.631094481","13590.0943540972","14640.3169475883","15233.6550901809","15254.2471442215"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sudan","SDN","","","1520.10876464844","2732.365234375","3955.03466796875","4293.56201171875","3896.46533203125","3910.75341796875","4470.1357421875","4421.7509765625","4684.09423828125","4465.09375","4422.369140625","4123.92333984375","3525.5556640625"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Suriname","SUR","","","6488.56347448028","7498.40478757848","13131.2133354881","14030.212900005","15307.9587588495","16318.1781079529","16763.391642822","16720.4300662479","14632.2454188542","17751.6813428426","18029.8486822001","19951.6088069919","17093.5096538624"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Sweden","SWE","","","20411.1666772031","29622.0384751931","42216.6174098932","44608.5802614915","45432.4319692761","46312.3923824667","47184.6691338182","49103.1334338706","50430.2528196052","51947.9542478244","53521.6306428288","57229.7767468145","57690.3244587834"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Switzerland","CHE","","","28442.331604763","36695.2070554187","54432.3330821362","57493.5810559211","59440.9158607666","61656.4661708516","63417.0437157565","65265.04573356","67350.7518747757","68193.5054944094","70688.8187491194","73732.2353322093","72997.8239503282"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Syrian Arab Republic","SYR","","","","","","","","","","","","3306.57214574067","3499.57600463979","3546.65887524285","3507.09239076566"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Tajikistan","TJK","","","2573.63978819174","1038.06852416455","2300.20493983891","2468.58134915696","2698.49868705194","2947.29696299466","3189.27564638984","3017.28119917432","2960.71491440415","3071.22860475938","3129.35566126125","3531.47913236689","3732.87370815427"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Tanzania","TZA","","","921.974426269531","1156.7705078125","2053.25244140625","2193.04443359375","2065.52709960938","2157.23901367188","2200.939453125","2294.26440429688","2408.84130859375","2445.50634765625","2697.20166015625","2947.126953125","3251.58837890625"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Thailand","THA","","","4411.02856834797","7282.31040125359","12990.7882835263","13284.1197845939","14675.633556789","15274.23201215","15421.415567255","15846.5231576555","16730.9410417511","17638.277307626","18942.10976061","20023.4457125017","19208.2004462923"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Timor-Leste","TLS","","","687.303299139755","1258.13125575228","1948.4908930546","2060.82060670861","2380.28211947073","2559.71258310871","2852.79562644242","3115.42828982356","3426.31359073054","3516.03127728579","3624.65527681472","4617.02641040167","6254.99859781323"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Togo","TGO","","","1145.34600753795","1349.3910545985","1574.64802388676","1656.16287114924","1686.66878837804","1758.62164256443","1848.68736814505","1927.44972063088","1982.6130849774","2037.19292625378","2121.57689609455","2273.81527752488","2420.16506099481"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Tonga","TON","","","2141.23224271441","3480.78391125225","4465.57042791778","4858.14160277644","4994.39920547996","5114.91167745964","5332.10032250044","5470.50866383844","5908.48506937586","6231.32841487107","6405.56014729789","6571.52864022299","6671.58770905533"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Trinidad and Tobago","TTO","","","6799.91320527826","13822.9581470261","28757.8023262967","29064.3123717313","29966.8399843991","29693.3709194912","29926.6216450913","27758.8305196181","26122.0200169045","26364.227410858","26644.4951081192","26641.3891552789","23972.0481787084"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Tunisia","TUN","","","3727.95418735679","6197.50729219486","10430.0336654394","10297.4235910989","10458.0487975574","10521.4887316346","10798.7568828305","10637.4599683237","10845.9676757289","11134.9569201511","11675.1863183148","12314.0859431414","11734.1698616814"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Turkiye","TUR","","","8460.74789196166","9498.96441384638","17343.6771298998","19590.9510387254","20627.4920606022","22373.2465583744","24105.0237978098","25855.7653558275","26695.915689876","28193.1744851997","28299.3988721682","28461.1790315919","28680.2009413236"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Turkmenistan","TKM","","","5378.14898493857","4221.14156574617","9476.37646338688","10901.5265177372","11742.7478607781","12522.4043680954","13384.5034632596","13705.5932346113","14001.3421806214","14476.8488439046","15767.2883753471","17100.0947873695",""
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Turks and Caicos Islands","TCA","","","","","","22996.4306694299","20643.9033509729","20944.4039889455","22502.6426974368","24056.9051578912","25624.3679055038","25895.7761908561","26799.3931831573","26805.8055174915","16514.380742548"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Tuvalu","TUV","","","1596.57436624487","2523.42206803727","2976.61748686188","3199.67367125865","3144.65151093758","3317.65818993536","3381.32345670976","3775.81515277937","4036.73217710422","4218.95764998647","4360.57870255404","5004.69469231536","4804.46174753939"
"GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","Uganda","UGA","","","665.243997759178","1123.24794768722","2094.73327748402","2271.72782379333","2035.74951495604","2048.56142800572","2137.474174733","2193.1255730684","2168.13931565235","2160.6626736512","2314.86638816119","2444.24828731179","2535.21570663553"
